security_id,metric_id,value,missing_data_class,peer_group,stale_critical,available_at,source_id
WT-0026,MOM_TREND_200D,79.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,MOM_EPS_REV_3M,-16.35,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,MOM_REV_REV_3M,0.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,CAP_SHARE_CHANGE,17.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,CAP_SBC_REVENUE,34.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,CAP_BUYBACK_YIELD,51.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,CAP_ROIC_TREND,68.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,CAP_INSIDER,85.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,RSK_VOL_1Y,-10.35,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,RSK_DRAWDOWN_3Y,6.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,RSK_BETA_2Y,23.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,RSK_EARN_VOL,40.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,RSK_DILUTION,57.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0026,RSK_EVENT_FLAG,74.65,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,GRW_REV_1Y,92.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,GRW_REV_3Y,-3.2199999999999998,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,GRW_EPS_1Y,13.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,GRW_FCF_1Y,30.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,GRW_GM_DELTA,47.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,GRW_OM_DELTA,64.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,QLT_ROIC,81.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,QLT_GM,-14.22,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,QLT_OM,2.7800000000000002,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,QLT_FCFM,19.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,QLT_CASH_CONV,36.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,QLT_STABILITY,53.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,FIN_NET_DEBT_EBITDA,70.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,FIN_INTEREST_COVER,,NOT_APPLICABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,FIN_CURRENT_RATIO,-8.22,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,FIN_NET_CASH_ASSETS,,TEMPORARILY_UNAVAILABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,FIN_DEBT_TREND,25.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,VAL_EV_EBITDA_FWD,-2.2199999999999998,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,VAL_PEG_FWD,14.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,VAL_FCF_YIELD,48.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,VAL_REL_HISTORY,65.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,MOM_RS_6M,82.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,MOM_RS_12M,-13.22,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,MOM_TREND_200D,3.7800000000000002,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,MOM_EPS_REV_3M,20.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,MOM_REV_REV_3M,37.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,CAP_SHARE_CHANGE,54.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,CAP_SBC_REVENUE,71.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,CAP_BUYBACK_YIELD,88.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,CAP_ROIC_TREND,-7.22,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,CAP_INSIDER,9.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,RSK_VOL_1Y,26.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,RSK_DRAWDOWN_3Y,43.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,RSK_BETA_2Y,60.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,RSK_EARN_VOL,77.78,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,RSK_DILUTION,-18.22,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0027,RSK_EVENT_FLAG,-1.22,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,GRW_REV_1Y,16.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,GRW_REV_3Y,33.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,GRW_EPS_1Y,50.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,GRW_FCF_1Y,67.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,GRW_GM_DELTA,84.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,GRW_OM_DELTA,-12.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,QLT_ROIC,5.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,QLT_GM,22.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,QLT_OM,39.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,QLT_FCFM,56.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,QLT_CASH_CONV,73.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,QLT_STABILITY,90.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,FIN_NET_DEBT_EBITDA,,NOT_APPLICABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,FIN_INTEREST_COVER,11.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,FIN_CURRENT_RATIO,28.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,FIN_NET_CASH_ASSETS,45.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,FIN_DEBT_TREND,62.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,VAL_EV_EBITDA_FWD,34.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,VAL_PEG_FWD,51.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,VAL_FCF_YIELD,85.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,VAL_REL_HISTORY,-11.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,MOM_RS_6M,6.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,MOM_RS_12M,23.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,MOM_TREND_200D,40.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,MOM_EPS_REV_3M,57.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,MOM_REV_REV_3M,74.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,CAP_SHARE_CHANGE,91.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,CAP_SBC_REVENUE,-5.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,CAP_BUYBACK_YIELD,12.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,CAP_ROIC_TREND,29.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,CAP_INSIDER,46.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,RSK_VOL_1Y,63.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,RSK_DRAWDOWN_3Y,80.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,RSK_BETA_2Y,-16.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,RSK_EARN_VOL,1.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,RSK_DILUTION,18.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0028,RSK_EVENT_FLAG,35.0,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,GRW_REV_1Y,53.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,GRW_REV_3Y,70.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,GRW_EPS_1Y,87.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,GRW_FCF_1Y,-8.87,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,GRW_GM_DELTA,8.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,GRW_OM_DELTA,25.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,QLT_ROIC,42.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,QLT_GM,59.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,QLT_OM,76.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,QLT_FCFM,,TEMPORARILY_UNAVAILABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,QLT_CASH_CONV,-2.87,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,QLT_STABILITY,,NOT_APPLICABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,FIN_NET_DEBT_EBITDA,31.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,FIN_INTEREST_COVER,48.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,FIN_CURRENT_RATIO,65.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,FIN_NET_CASH_ASSETS,82.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,FIN_DEBT_TREND,-13.87,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,VAL_EV_EBITDA_FWD,71.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,VAL_PEG_FWD,88.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,VAL_FCF_YIELD,9.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,VAL_REL_HISTORY,26.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,MOM_RS_6M,43.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,MOM_RS_12M,60.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,MOM_TREND_200D,77.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,MOM_EPS_REV_3M,-18.87,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,MOM_REV_REV_3M,-1.87,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,CAP_SHARE_CHANGE,15.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,CAP_SBC_REVENUE,32.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,CAP_BUYBACK_YIELD,49.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,CAP_ROIC_TREND,66.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,CAP_INSIDER,83.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,RSK_VOL_1Y,-12.87,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,RSK_DRAWDOWN_3Y,4.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,RSK_BETA_2Y,21.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,RSK_EARN_VOL,38.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,RSK_DILUTION,55.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0029,RSK_EVENT_FLAG,72.13,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,GRW_REV_1Y,90.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,GRW_REV_3Y,-5.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,GRW_EPS_1Y,11.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,GRW_FCF_1Y,28.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,GRW_GM_DELTA,45.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,GRW_OM_DELTA,62.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,QLT_ROIC,,TEMPORARILY_UNAVAILABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,QLT_GM,-16.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,QLT_OM,0.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,QLT_FCFM,17.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,QLT_CASH_CONV,,NOT_APPLICABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,QLT_STABILITY,51.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,FIN_NET_DEBT_EBITDA,68.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,FIN_INTEREST_COVER,85.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,FIN_CURRENT_RATIO,-10.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,FIN_NET_CASH_ASSETS,6.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,FIN_DEBT_TREND,23.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,VAL_EV_EBITDA_FWD,-4.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,VAL_PEG_FWD,12.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,VAL_FCF_YIELD,46.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,VAL_REL_HISTORY,63.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,MOM_RS_6M,80.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,MOM_RS_12M,-15.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,MOM_TREND_200D,1.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,MOM_EPS_REV_3M,18.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,MOM_REV_REV_3M,35.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,CAP_SHARE_CHANGE,52.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,CAP_SBC_REVENUE,69.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,CAP_BUYBACK_YIELD,86.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,CAP_ROIC_TREND,-9.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,CAP_INSIDER,7.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,RSK_VOL_1Y,24.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,RSK_DRAWDOWN_3Y,41.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,RSK_BETA_2Y,58.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,RSK_EARN_VOL,75.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,RSK_DILUTION,92.26,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0030,RSK_EVENT_FLAG,-3.74,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,GRW_REV_1Y,14.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,GRW_REV_3Y,31.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,GRW_EPS_1Y,48.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,GRW_FCF_1Y,,TEMPORARILY_UNAVAILABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,GRW_GM_DELTA,82.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,GRW_OM_DELTA,-13.61,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,QLT_ROIC,3.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,QLT_GM,20.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,QLT_OM,37.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,QLT_FCFM,,NOT_APPLICABLE,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,QLT_CASH_CONV,71.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,QLT_STABILITY,88.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,FIN_NET_DEBT_EBITDA,-7.61,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,FIN_INTEREST_COVER,9.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,FIN_CURRENT_RATIO,26.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,FIN_NET_CASH_ASSETS,43.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,FIN_DEBT_TREND,60.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,VAL_EV_EBITDA_FWD,32.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,VAL_PEG_FWD,49.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,VAL_FCF_YIELD,83.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,VAL_REL_HISTORY,-12.61,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,MOM_RS_6M,4.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,MOM_RS_12M,21.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,MOM_TREND_200D,38.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,MOM_EPS_REV_3M,55.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,MOM_REV_REV_3M,72.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,CAP_SHARE_CHANGE,89.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,CAP_SBC_REVENUE,-6.61,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,CAP_BUYBACK_YIELD,10.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,CAP_ROIC_TREND,27.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,CAP_INSIDER,44.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,RSK_VOL_1Y,61.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,RSK_DRAWDOWN_3Y,78.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,RSK_BETA_2Y,-17.61,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,RSK_EARN_VOL,-0.61,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,RSK_DILUTION,16.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0031,RSK_EVENT_FLAG,33.39,VALID,GRW,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,GRW_REV_1Y,,TEMPORARILY_UNAVAILABLE,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,GRW_REV_3Y,68.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,GRW_GM_DELTA,6.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,GRW_OM_DELTA,23.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,QLT_GM,57.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,QLT_OM,,NOT_APPLICABLE,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,QLT_FCFM,91.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,QLT_STABILITY,12.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,FIN_NET_DEBT_EBITDA,29.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,FIN_INTEREST_COVER,46.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,FIN_CURRENT_RATIO,63.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,FIN_NET_CASH_ASSETS,80.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,FIN_DEBT_TREND,-15.48,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,FIN_RUNWAY,1.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,VAL_EV_SALES_FWD,18.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,VAL_EV_GP,35.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,VAL_GROWTH_ADJ,52.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,VAL_FCF_YIELD,7.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,MOM_RS_6M,41.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,MOM_RS_12M,58.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,MOM_TREND_200D,75.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,MOM_EPS_REV_3M,92.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,MOM_REV_REV_3M,-3.48,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,CAP_SHARE_CHANGE,13.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,CAP_SBC_REVENUE,30.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,CAP_INSIDER,81.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,RSK_VOL_1Y,-14.48,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,RSK_DRAWDOWN_3Y,2.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0032,RSK_BETA_2Y,19.52,VALID,EMG,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
